trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,583.209714,579.780727,579.824561,583.209714,594.100343,0,NaN,0,7.00000000000003,1,2,66,0.5
2,613.901264,601.280647,601.329641,NaN,617.431583,NaN,NaN,0,5.99999999999996,2,1,65,0.5
3,623.46772,622.828056,622.854394,623.415392,624.092551,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
4,634.739674,634.102849,634.155011,634.739674,635.098679,0,NaN,0,7.00000000000003,1,2,66,0.5
5,650.727783,650.221112,650.284279,650.67561,666.886218,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
6,671.999364,671.320367,671.437027,671.999364,672.258357,1,NaN,0,5.99999999999996,2,1,65,0.5
7,690.308958,688.719125,689.780621,690.308958,703.687566,1,NaN,0,5.99999999999996,2,1,65,0.5
8,714.433028,712.847862,713.37936,714.380689,721.030996,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
9,722.804828,721.820499,721.981325,722.752495,726.926139,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
10,730.257459,729.135803,729.381796,730.257459,733.533285,0,NaN,0,7.00000000000003,1,2,66,0.5
11,738.19826,737.612097,737.776929,738.19826,740.59909,0,NaN,0,7.00000000000003,1,2,66,0.5
12,745.676898,745.155399,745.261572,745.676898,752.150039,1,NaN,0,5.99999999999996,2,1,65,0.5
13,753.402868,752.593869,752.970874,753.350533,755.722357,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
14,758.092181,757.570522,757.611516,758.092181,763.543165,0,NaN,0,7.00000000000003,1,2,66,0.5
15,764.89582,764.302662,764.517822,764.89582,788.932057,0,NaN,0,7.00000000000003,1,2,66,0.5
16,801.552341,801.042682,801.072848,801.500013,814.579794,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
17,815.887616,815.15612,815.403952,815.887616,821.747426,1,NaN,0,5.99999999999996,2,1,65,0.5
18,824.838587,824.280255,824.446082,824.838587,841.56968,1,NaN,0,5.99999999999996,2,1,65,0.5
19,843.168174,842.259683,842.592682,843.168174,982.348623,0,NaN,0,7.00000000000003,1,2,66,0.5
20,984.297115,982.861621,983.814784,984.297115,995.552565,1,NaN,0,5.99999999999996,2,1,65,0.5
21,998.337554,997.526729,997.575896,998.285226,1002.529542,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
22,1003.790199,1003.230534,1003.327867,1003.790199,1056.559493,0,NaN,0,7.00000000000003,1,2,66,0.5
23,1061.43014,1060.560805,1060.633304,1061.377801,1064.568294,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
24,1066.097783,1065.475119,1065.654957,1066.088949,1070.0546,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
25,1072.34393,1071.721099,1071.830265,1072.308757,1079.03873,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
