trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,1840.941259,1840.402592,1840.455925,1840.887925,1856.273909,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
2,1858.54524,1857.922574,1858.051241,1858.54524,1874.475891,0,NaN,0,7.00000000000003,1,2,66,0.5
3,1882.49255,1881.809884,1882.03655,1882.439217,1907.992524,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
4,1910.545188,1909.663189,1910.103856,1910.491855,1913.105853,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
5,1915.201184,1914.292518,1914.706518,1915.201184,1926.243173,0,NaN,0,7.00000000000003,1,2,66,0.5
6,1930.581168,1929.987169,1930.073169,1930.527835,1948.98715,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
7,1950.285149,1949.449816,1949.503816,1950.285149,1950.459149,0,NaN,0,7.00000000000003,1,2,66,0.5
8,1962.441137,1961.963804,1961.997804,1962.441137,1981.424451,0,NaN,0,7.00000000000003,1,2,66,0.5
9,1984.599781,1982.80245,1983.357116,1984.048449,2005.62176,0,NaN,0,5.99999999999996,2,1,65,0.5
10,2008.113758,2007.125759,2007.569091,2008.113758,2083.749682,0,NaN,0,7.00000000000003,1,2,66,0.5
11,2094.091005,2092.925006,2093.537005,2094.037672,2096.359669,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
12,2098.808334,2097.801668,2098.150334,2098.755,2141.346291,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
13,2155.280277,2145.87562,2146.04962,2155.280277,2170.336262,1,NaN,0,5.99999999999996,2,1,65,0.5
14,2184.549581,2183.246916,2183.405582,2184.549581,2184.794914,1,NaN,0,5.99999999999996,2,1,65,0.5
15,2197.202235,2196.102903,2196.596236,2197.148902,2199.510899,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
