trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,1160.249248,1159.144925,1159.721089,1160.196749,1161.505576,1,1.99999999999996,0.0200000000000003,7.00000000000003,1,6,70,0.3
2,1162.987237,1162.067241,1162.442745,1162.984909,1165.154067,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,5,69,0.3
3,1166.698561,1165.974225,1166.27239,1166.646222,1169.531383,1,1.99999999999996,0.0200000000000003,7.00000000000003,1,6,70,0.3
4,1171.565703,1170.80954,1171.173537,1171.565703,1185.007649,0,NaN,0,7.00000000000003,1,6,70,0.3
5,1186.006645,1185.446147,1185.666652,1186.006645,1189.962462,1,NaN,0,5.99999999999996,0,5,69,0.3
6,1198.902766,1198.324429,1198.350601,1198.902766,1202.90041,1,NaN,0,5.99999999999996,2,5,69,0.3
7,1205.488068,1204.80107,1205.081241,1205.488068,1210.644047,0,NaN,0,7.00000000000003,1,6,70,0.3
8,1213.117709,1212.525378,1212.747705,1213.117709,1241.129764,0,NaN,0,7.00000000000003,1,6,70,0.3
9,1254.166211,1253.448709,1253.732041,1254.11404,1259.026353,1,1.99999999999996,0.0200000000000003,7.00000000000003,1,6,70,0.3
10,1260.414014,1259.624523,1259.898682,1260.312848,1271.709802,0,NaN,0.00999999999999943,5.99999999999996,0,5,69,0.3
11,1272.818637,1272.1588,1272.440472,1272.818637,1278.215443,1,NaN,0,5.99999999999996,2,5,69,0.3
12,1283.521594,1282.720258,1283.057929,1283.521594,1290.669732,0,NaN,0,7.00000000000003,1,6,70,0.3
13,1294.242712,1293.190222,1293.73172,1294.240545,1300.70102,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,5,69,0.3
14,1301.796849,1301.177351,1301.39485,1301.744521,1304.315011,1,1.99999999999996,0.0200000000000003,7.00000000000003,1,6,70,0.3
15,1305.733505,1304.910669,1305.217501,1305.681167,1309.474485,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,5,69,0.3
16,1310.709985,1310.055816,1310.254982,1310.657652,1314.017299,1,1.99999999999996,0.0200000000000003,7.00000000000003,1,6,70,0.3
17,1315.421461,1314.61913,1314.880796,1315.369133,1318.430948,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,5,69,0.3
