trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,1212.541508,1206.464865,1207.092863,1212.541508,1218.859322,0,NaN,0,7.00000000000003,1,2,66,0.5
2,1224.257628,1221.252479,1222.196975,1224.132128,1236.930744,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
3,1264.731966,1252.111183,1252.563848,NaN,1279.690912,NaN,NaN,0,7.00000000000003,1,2,66,0.5
4,1282.357896,1281.735065,1281.879236,1282.295901,1287.609041,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
5,1299.252333,1296.593011,1296.847176,1299.252333,1302.599314,0,NaN,0,7.00000000000003,1,2,66,0.5
6,1313.385604,1310.646955,1311.285119,1313.385604,1327.006056,1,NaN,0,5.99999999999996,2,1,65,0.5
7,1342.150823,1340.476835,1340.523163,1342.150823,1380.905834,1,NaN,0,5.99999999999996,2,1,65,0.5
8,1388.557637,1387.288309,1387.831806,1388.557637,1393.155625,0,NaN,0,7.00000000000003,1,2,66,0.5
9,1433.214292,1432.300295,1432.499128,1433.066965,1437.908945,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
10,1442.812921,1441.458931,1441.938096,1442.74242,1445.033417,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
11,1464.137341,1463.198172,1463.264338,1464.137341,1471.209979,1,NaN,0,5.99999999999996,2,1,65,0.5
12,1477.470121,1476.639785,1476.77662,1477.470121,1505.157671,1,NaN,0,5.99999999999996,2,1,65,0.5
13,1512.027316,1511.253813,1511.391147,1512.027316,1526.732418,1,NaN,0,5.99999999999996,2,1,65,0.5
14,1708.115692,1695.495076,1695.96358,NaN,1726.399786,NaN,NaN,0,5.99999999999996,2,1,65,0.5
15,1728.302945,1727.124955,1727.161622,1728.176446,1729.772773,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
16,1735.048084,1733.891256,1733.996422,1735.048084,1736.109086,1,NaN,0,5.99999999999996,2,1,65,0.5
17,1744.650546,1742.549221,1743.850882,1744.650546,1750.772361,0,NaN,0,7.00000000000003,1,2,66,0.5
18,1789.598705,1776.978084,1777.178255,NaN,NaN,NaN,NaN,0,7.00000000000003,1,2,66,0.5
19,1805.266303,1799.190994,1799.365327,1805.266303,1834.603019,1,NaN,0,5.99999999999996,2,1,65,0.5
20,1840.414169,1839.739499,1839.757671,1840.414169,1872.771867,1,NaN,0,5.99999999999996,2,1,65,0.5
21,1977.429615,1975.481295,1975.539128,1977.301282,1979.215108,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
22,2276.704924,2272.068442,2273.322604,2276.614085,2284.187554,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
23,2297.649007,2295.560848,2296.812004,2297.649007,2309.117122,1,NaN,0,5.99999999999996,2,1,65,0.5
24,2312.136615,2310.730121,2311.384952,2312.136615,2318.63675,1,NaN,0,5.99999999999996,2,1,65,0.5
