trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,3866.543142,3865.526639,3865.652639,3866.543142,3872.839139,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD295,p32
2,3874.432639,3873.421639,3873.476639,3874.432639,3887.455139,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD295,p32
3,3888.998639,3888.146639,3888.298639,3888.868139,3897.167639,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD295,p32
4,3900.288639,3899.689139,3899.769639,3900.288639,3924.372639,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD295,p32
5,3925.719139,3925.034639,3925.218139,3925.719139,3926.366139,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD295,p32
6,3972.883139,3971.079639,3971.106139,3972.784639,3998.253139,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD295,p32
7,4001.532139,4000.264639,4000.389139,4001.532139,4005.486139,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD295,p32
8,4014.005139,4010.989639,4012.611639,4014.005139,4103.088639,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD295,p32
9,4111.459639,4108.866639,4108.924639,4111.383639,4161.047139,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD295,p32
10,4163.436639,4162.168139,4162.346139,4163.434139,4175.404639,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD295,p32
11,4184.046639,4182.112639,4182.969139,4183.898139,4194.195139,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD295,p32
12,4198.094139,4197.423639,4197.525639,4198.094139,4264.811139,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD295,p32
13,4269.753139,4268.757139,4268.769639,4269.623139,4278.206639,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD295,p32
14,4284.020639,4281.780139,4282.876639,4283.877139,4294.748639,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD295,p32
15,4344.250139,4343.030639,4343.093639,4344.105639,4352.087139,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD295,p32
16,4357.041139,4355.586139,4355.706639,4357.041139,4562.467639,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD295,p32
17,4576.073639,4574.867139,4575.094139,4576.007139,4618.513139,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD295,p32
