trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,458.864077,457.741588,458.072581,458.864077,467.619882,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p31
2,469.275203,468.652539,468.716705,469.265703,478.92683,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
3,480.236665,479.612328,479.647167,480.236665,510.44121,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p31
4,514.534027,512.361703,513.202694,513.983691,552.392037,1.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p31
5,553.810532,553.038034,553.095867,553.758032,560.219505,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p31
6,569.405802,568.592972,568.630644,569.405802,681.002189,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p31
7,685.315344,683.410179,684.12251,685.263011,690.259318,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
8,696.330295,694.795968,695.358471,696.277967,700.559283,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p31
9,704.389435,703.667938,703.690932,704.337262,713.434398,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
10,715.91555,715.116886,715.301724,715.863217,721.237862,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
11,723.282859,722.440356,722.546023,723.282859,726.734173,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p31
12,731.850491,731.016655,731.046823,731.798152,735.154812,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p31
13,737.215964,736.432467,736.493973,737.215964,741.850112,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p31
14,743.752944,743.000274,743.094941,743.700605,748.678585,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
15,751.079908,750.317912,750.452078,751.079908,758.288546,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p31
16,760.348377,759.566875,759.66638,760.296044,777.293976,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p31
17,819.385141,817.403316,817.501316,819.332802,829.523261,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p31
