trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,1265.458277,1264.248776,1264.383776,1265.458277,1284.268776,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
2,1289.411277,1287.653776,1288.360276,1289.408277,1290.314776,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
3,1312.438776,1310.875776,1311.117276,1312.386276,1325.896776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
4,1327.984276,1326.838276,1327.045777,1327.931777,1330.348776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
5,1335.353276,1334.249277,1334.370776,1335.300776,1341.377778,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
6,1343.184778,1342.050271,1342.308276,1343.132276,1349.473776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
7,1351.206778,1350.261276,1350.321276,1351.204276,1359.275776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
8,1360.769776,1359.857776,1359.984276,1360.717276,1365.941776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
9,1368.497276,1367.375776,1367.747276,1368.444276,1370.245776,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
10,1373.41278,1371.421276,1371.724277,1373.360276,1376.659777,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
11,1380.440776,1379.416777,1379.680776,1380.388276,1390.093776,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
12,1391.978276,1391.09878,1391.352276,1391.978276,1408.535276,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
13,1420.566277,1418.927776,1419.118776,1420.51378,1428.315276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
14,1432.774776,1431.594277,1431.962276,1432.774776,1433.243778,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
15,1474.836276,1473.068776,1474.085276,1474.836276,1481.439276,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
16,1490.703278,1488.265276,1488.668776,1490.703278,1514.076777,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
17,1518.259777,1516.746276,1516.91528,1518.207276,1522.131777,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
18,1558.671276,1557.306276,1557.356276,1558.671276,1566.17377,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
19,1589.446279,1588.130776,1588.462776,1589.393277,1606.179276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
20,1609.401776,1607.904776,1608.102276,1609.349276,1615.559276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
21,1622.141776,1620.782276,1620.994776,1622.141776,1628.422276,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
22,1657.298776,1655.282776,1655.694776,1657.245776,1692.437277,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
23,1704.713777,1703.077276,1703.418776,1704.661276,1710.045776,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
24,1712.108776,1710.867276,1711.098276,1712.056776,1717.627776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
25,1721.012276,1719.334776,1719.662276,1720.959276,1734.892776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
26,1771.531276,1767.139776,1767.477276,1771.531276,1782.045276,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
27,1786.496776,1785.147776,1785.324776,1786.443776,1788.83828,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
28,1791.406276,1789.942776,1790.513776,1791.353776,1795.449277,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
29,1799.791776,1798.400776,1799.007276,1799.791776,1800.490276,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
30,1812.291277,1810.881276,1810.960776,1812.289276,2046.867276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
31,2049.774777,2048.702779,2048.800276,2049.722278,2052.854276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
32,2085.367776,2072.837276,2072.874776,2050.094276,2323.644276,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
33,2427.132776,2425.862776,2425.946776,2427.080277,2429.379276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
34,2438.120777,2434.331276,2434.512276,2438.067276,2480.812276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
35,2488.279276,2485.895276,2487.076276,2488.227276,2490.901776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
36,2494.710281,2493.030276,2493.317777,2494.658276,2504.153776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
37,2506.306276,2505.42078,2505.441779,2506.253276,2516.525276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
38,2518.531276,2517.604776,2517.659776,2518.478776,2525.270276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
39,2527.172776,2526.004278,2526.398773,2527.119776,2530.143277,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
40,2532.000276,2530.920276,2531.186276,2531.946777,2537.426276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
41,2540.118276,2539.05978,2539.398276,2540.065276,2543.187276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
42,2545.327776,2543.989776,2544.433276,2545.274276,2548.330777,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
43,2549.854276,2548.925276,2549.142276,2549.800776,2552.283776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
44,2554.384776,2553.066777,2553.408776,2554.384776,2591.245276,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
45,2597.357276,2596.198776,2596.580276,2597.357276,2597.422276,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
46,2619.55228,2609.584776,2609.933777,2619.498776,2630.746276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
47,2633.166277,2631.834776,2632.344276,2633.114276,2639.045777,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
48,2641.747776,2640.450276,2640.904776,2641.695276,2644.692276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
49,2649.193776,2647.674276,2647.967776,2649.193776,2654.311276,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
50,2658.078276,2655.609776,2656.767776,2658.025776,2665.695776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
51,2668.794776,2667.656776,2667.997276,2668.74228,2673.139276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
52,2675.543276,2674.096276,2674.867777,2675.543276,2678.172276,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
53,2686.642776,2685.469776,2685.898776,2686.589777,2690.723776,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
54,2692.634776,2691.509276,2691.926276,2692.582276,2697.036276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
55,2699.356777,2697.752781,2698.116778,2699.356777,2704.073776,1,NaN,0,8.99999999999999,1,65,0.5,ASD130,p34
56,2706.533776,2705.109776,2705.404276,2706.481776,2714.054771,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
57,2716.025776,2714.727777,2715.025776,2715.97328,2721.607776,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
58,2724.640276,2723.513776,2723.740276,2724.586777,2728.968777,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
59,2731.197277,2729.84328,2730.158276,2731.145276,2736.012277,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
60,2738.195276,2736.969276,2737.298276,2738.142276,2744.002276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
61,2745.976276,2744.863776,2745.168277,2745.976276,2749.926277,0,NaN,0,8.00000000000001,2,66,0.5,ASD130,p34
62,2760.333776,2759.083776,2759.319776,2760.281776,2784.967276,0,1.99999999999996,0.0200000000000003,8.99999999999999,1,65,0.5,ASD130,p34
63,2797.876277,2796.183278,2796.751778,2797.824276,2801.439276,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
64,2803.476776,2802.243276,2802.774776,2803.423276,2808.735777,1,1.99999999999996,0.0200000000000003,8.00000000000001,2,66,0.5,ASD130,p34
