trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,1184.49393,1183.162598,1183.83193,1184.49393,1184.789263,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
2,1195.851252,1194.942586,1195.212586,1195.851252,1215.539899,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
3,1222.661891,1221.05456,1221.771892,1222.608558,1230.38455,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
4,1243.193204,1242.153872,1242.209205,1243.139871,1246.106535,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD267,p33
5,1257.553191,1256.249191,1256.805857,1257.553191,1272.010509,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
6,1277.694503,1276.014505,1276.525837,1277.694503,1313.688467,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
7,1329.450451,1328.043119,1328.575119,1329.450451,1392.831055,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
8,1403.048378,1399.485048,1400.021047,1402.995044,1416.089031,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
9,1436.085011,1423.462357,1423.605024,1414.1277,1506.799607,1,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
10,1513.071601,1511.16827,1511.350269,1513.018268,1536.594911,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
11,1550.551564,1545.362235,1545.441569,1550.49823,1785.942661,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD267,p33
12,1796.164651,1787.925326,1788.435326,1796.164651,2076.713037,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
13,2080.149034,2078.725702,2079.193702,2080.149034,2113.763,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
14,2116.670331,2115.583665,2116.020998,2116.670331,2122.546992,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
15,2125.837655,2124.42699,2124.806989,2125.784322,2154.105627,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
16,2157.806956,2155.826292,2156.879624,2157.806956,2162.838285,1,NaN,0,5.99999999999996,1,65,0.5,ASD267,p33
17,2167.24228,2166.106948,2166.537614,2167.24228,2172.024942,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
18,2175.166272,2173.620274,2174.174273,2175.112939,2186.099595,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
19,2199.126915,2197.970249,2198.378249,2199.126915,2207.649573,0,NaN,0,7.00000000000003,2,66,0.5,ASD267,p33
20,2254.370193,2249.954197,2250.64553,2254.370193,2254.59153,1,NaN,0,5.99999999999996,1,65,0.5,ASD267,p33
21,2262.662851,2261.120186,2261.805519,2262.609518,2317.920796,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD267,p33
22,2322.838791,2321.512793,2322.085459,2322.785458,2360.592753,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD267,p33
23,2367.906746,2366.634081,2367.084747,2367.906746,2369.914077,1,NaN,0,5.99999999999996,1,65,0.5,ASD267,p33
24,2567.270547,2564.992549,2565.783215,2567.270547,2568.679879,1,NaN,0,5.99999999999996,1,65,0.5,ASD267,p33
25,2609.902505,2607.731173,2608.757172,2609.849171,2625.461822,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD267,p33
