trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,729.43476,728.49626,728.59876,729.43476,737.40826,1,NaN,0,5.99999999999996,1,65,0.5,ASD140,p33
2,744.87276,741.04876,741.42876,744.82026,748.64076,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
3,750.82976,750.03376,750.16776,750.777261,766.77626,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD140,p33
4,769.50426,767.851261,768.47476,769.50426,769.89126,0,NaN,0,7.00000000000003,2,66,0.5,ASD140,p33
5,789.066261,788.27876,788.32076,789.066261,798.96276,0,NaN,0,7.00000000000003,2,66,0.5,ASD140,p33
6,800.68226,799.675761,800.04826,800.62926,810.32576,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD140,p33
7,814.569262,813.70776,813.97476,814.517261,838.297764,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD140,p33
8,839.98826,838.94026,839.224761,839.93476,869.458764,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD140,p33
9,871.75576,870.39576,870.49426,871.73426,894.14476,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
10,895.98226,895.154264,895.28426,895.92976,899.888265,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD140,p33
11,908.11226,907.12526,907.43476,908.05976,916.048262,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
12,930.750764,929.467261,929.52076,930.750764,935.21326,1,NaN,0,5.99999999999996,1,65,0.5,ASD140,p33
13,945.764758,944.803261,944.87776,945.71176,962.29976,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
14,966.89476,965.35626,965.92626,966.84176,981.090764,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
15,993.61926,992.89376,992.95126,993.566761,1005.64576,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD140,p33
16,1011.31226,1009.29676,1009.54426,1011.31226,1019.48526,1,NaN,0,5.99999999999996,1,65,0.5,ASD140,p33
17,1057.57776,1056.70376,1056.81776,1057.57776,1087.37076,0,NaN,0,7.00000000000003,2,66,0.5,ASD140,p33
18,1095.17926,1092.16626,1092.38576,1095.17926,1104.93626,1,NaN,0,5.99999999999996,1,65,0.5,ASD140,p33
