trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,2321.78924,2320.52224,2320.69124,2321.73624,2371.82674,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD294,p31
2,2374.32924,2372.69424,2373.65974,2374.27674,2374.87524,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD294,p31
3,2384.46324,2383.28124,2383.94324,2384.46324,2387.83224,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
4,2402.08474,2401.11324,2401.58324,2402.08474,2496.16324,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
5,2499.67974,2498.56874,2498.99524,2499.67974,2510.05474,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
6,2511.63324,2510.87874,2510.97324,2511.63324,2534.04324,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD294,p31
7,2556.72974,2555.14424,2555.67324,2556.72974,2557.58174,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
8,2576.34674,2569.74474,2570.16374,2576.34674,2601.86674,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
9,2606.01324,2604.58624,2604.73674,2606.01324,2645.69924,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
10,2669.66524,2657.04424,2658.63274,2645.65674,2779.02624,,,0.0,5.999999999999961,1,65.0,0.5,ASD294,p31
11,2788.19574,2783.56624,2783.95074,2788.14324,2794.34224,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD294,p31
12,2798.68874,2796.37074,2796.65824,2798.63624,2822.01424,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD294,p31
13,2824.79824,2823.47074,2823.95674,2824.74574,2842.94424,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD294,p31
14,2844.90974,2843.83874,2844.28824,2844.90974,2851.21924,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
15,2854.01274,2852.89324,2852.94824,2853.95974,2857.19974,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD294,p31
16,2859.58074,2858.58724,2858.78524,2859.52824,2867.73124,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD294,p31
17,2871.06674,2870.38424,2870.46224,2871.06674,3045.83324,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
18,3048.71174,3047.62474,3047.81974,3048.71174,3413.35924,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
19,3418.52624,3416.88024,3416.96324,3418.52624,3429.68824,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD294,p31
20,3450.32924,3447.09874,3449.01624,3450.27724,3465.62674,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD294,p31
21,3470.02624,3467.89974,3468.07674,3469.97324,3473.37124,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD294,p31
