trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,1001.242729,1000.036229,1000.089729,1001.242729,1063.005729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
2,1068.703229,1066.993229,1067.669229,1068.703229,1092.643229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
3,1101.690229,1095.386729,1095.832229,1101.690229,1130.038229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
4,1132.334729,1131.493729,1131.553229,1132.282229,1134.442729,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
5,1137.790729,1136.867729,1137.132729,1137.737729,1182.277229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
6,1189.846729,1185.422229,1185.813229,1189.794229,1211.343729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
7,1216.076229,1214.997229,1215.019229,1216.076229,1269.137229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
8,1272.188229,1271.293729,1271.343229,1272.135729,1279.357229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
9,1299.623729,1288.577229,1287.987229,1275.884229,NaN,0,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
10,1321.278729,1315.025229,1317.647729,1321.225729,1322.209229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
11,1329.263729,1324.438729,1327.423229,1329.261229,1338.105229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
12,1351.910729,1350.907229,1350.935229,1351.908229,1364.630729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
13,1367.767729,1366.241729,1366.546229,1367.715229,1381.746229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
14,1388.629229,1386.385229,1386.797229,1388.576729,1397.726229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
15,1403.602729,1399.664229,1402.319729,1403.602729,1410.764229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
16,1416.069229,1414.176729,1414.242729,1416.069229,1421.694229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
17,1428.008729,1426.046229,1426.447729,1427.955729,1436.379229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
18,1447.015729,1445.609229,1445.694729,1446.963229,1465.211729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
19,1468.258229,1466.236229,1467.368729,1468.258229,1472.912229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
20,1486.564729,1477.497729,1484.360229,1486.564729,1945.337729,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
21,1960.238729,1947.910729,1955.836729,1945.082229,2100.901229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
22,2118.243729,2111.046229,2116.049729,2118.243729,2130.549729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
23,2137.622729,2133.095729,2136.364729,2137.570229,2181.476229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
24,2208.858729,2204.625229,2206.743229,2208.805729,2225.070729,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
25,2362.116229,2360.377229,2360.419229,2362.062729,2483.534729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
26,2502.475229,2501.208229,2501.320729,2502.475229,2514.896229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
27,2528.807729,2516.186229,2516.469729,2514.892229,2569.394229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
28,2592.952229,2586.547729,2589.235229,2592.899729,2598.863729,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
29,2606.752229,2601.578729,2604.865729,2606.752229,2623.082729,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
30,2636.693729,2624.445729,2630.930729,2622.122229,2741.145729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
31,2775.064229,2771.584229,2773.856229,2775.064229,2811.312229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
32,2819.438729,2817.113729,2817.809229,2819.386229,2882.986229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
33,2888.910729,2886.876229,2887.721229,2888.910729,3104.593229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
34,3113.777229,3111.945729,3112.752729,3113.724229,3185.352229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
35,3195.658729,3193.346729,3194.695229,3195.606229,3211.759729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
36,3215.147729,3213.434729,3213.792229,3215.095229,3220.460229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
37,3228.881229,3226.109229,3227.741729,3228.828729,3245.220729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
38,3248.211729,3246.631729,3247.035229,3248.159229,3268.246729,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
39,3271.171229,3269.573729,3270.010229,3271.171229,3279.568729,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
40,3289.400729,3286.079729,3288.039729,3289.400729,3300.192729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
41,3303.960729,3302.877229,3302.967229,3303.908229,3314.787729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
42,3320.151729,3316.100729,3318.437229,3319.600729,3330.310229,0,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
43,3336.748229,3334.636729,3335.010229,3336.694729,3339.350729,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
44,3344.487729,3340.672229,3342.781729,3344.435229,3368.949229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
45,3372.873229,3369.829229,3371.320729,3372.820229,3387.692729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
46,3395.109729,3391.435229,3393.507729,3395.056729,3466.437229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
47,3479.342229,3476.652229,3477.997729,3479.288729,3485.882229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
48,3492.596229,3491.208729,3491.551729,3492.596229,3492.643229,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
49,3500.537229,3498.300229,3499.385729,3500.484729,3506.640729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
50,3514.748729,3510.384729,3512.446229,3514.695729,3520.484229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
51,3534.725229,3532.942229,3533.370229,3534.725229,3537.738229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
52,3550.023229,3547.469229,3548.717229,3549.970729,3561.638729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
53,3568.202229,3563.575729,3564.133229,3568.202229,3571.184229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
54,3579.151229,3577.473229,3577.492729,3579.151229,3593.246729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
55,3598.190229,3594.296729,3596.982729,3598.188229,3613.698229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
56,3620.160229,3618.609229,3619.120229,3620.160229,3742.909229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
57,3751.396729,3749.046729,3749.642729,3751.396729,3760.683729,0,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
58,3767.261229,3765.707729,3766.016729,3767.208729,3781.575729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
59,3788.566729,3787.006729,3787.100729,3788.566729,3789.690729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
60,3797.704729,3795.965229,3796.432729,3797.704729,3799.934729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
61,3806.200229,3803.568229,3804.323229,3806.197729,3813.259729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
62,3817.430729,3816.238229,3816.535229,3817.378229,3822.740729,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
63,3841.334229,3839.429729,3839.779729,3841.334229,3842.195229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
64,3850.841229,3848.974229,3849.179229,3850.841229,3860.093229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
65,3866.673729,3862.407229,3864.326729,3866.620229,3869.493229,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD261,p32
66,3872.977729,3871.469729,3871.634729,3872.977729,3878.802229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
67,3886.900729,3885.331229,3886.029729,3886.900729,3911.771229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
68,3918.023229,3913.321729,3915.508729,3918.023229,3921.857729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
69,3933.047729,3925.182229,3928.946729,3933.047729,3945.524229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
70,3960.928729,3948.495729,3950.480729,3943.901729,3966.039729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
71,4018.300229,4017.182229,4017.233729,4018.300229,4142.872729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
72,4159.255229,4147.099229,4147.748729,4141.868729,4168.101729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
73,4174.293729,4172.686729,4172.844729,4174.293729,4175.556729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
74,4191.336229,4188.940229,4189.231229,4191.336229,4192.307729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
75,4209.499229,4207.760729,4208.594729,NaN,4215.849729,NaN,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
76,4230.521229,4227.593229,4230.164729,4215.672729,4243.278229,1,NaN,0,7.00000000000003,2,66,0.5,ASD261,p32
77,4252.064229,4249.028229,4250.557229,4252.061729,4255.558229,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD261,p32
78,4262.201729,4258.333729,4261.139229,4262.201729,4263.287229,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
79,4276.387229,4272.050729,4273.559229,4276.387229,4281.690729,1,NaN,0,5.99999999999996,1,65,0.5,ASD261,p32
