trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,836.656684,824.649184,825.041184,836.656684,849.679184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
2,857.618184,850.581189,850.675184,857.565185,864.737184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
3,866.900685,865.913689,866.178184,866.848184,1051.548184,0.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
4,1075.401185,1062.780684,1062.843184,1051.528184,1095.133685,,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
5,1126.074184,1123.299179,1124.768684,1126.074184,1127.546184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
6,1174.722184,1171.091685,1172.238185,1174.669684,1185.786184,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
7,1189.471185,1187.332685,1188.294684,1189.419184,1202.126184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
8,1222.550184,1221.040185,1221.393184,1222.497684,1225.700184,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
9,1231.459685,1230.038185,1230.349679,1231.407184,1236.251184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
10,1243.151689,1242.092686,1242.325184,1243.151689,1316.218184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
11,1651.696684,1648.671684,1649.591684,1651.694184,1664.426184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
12,1713.685684,1711.240684,1711.606684,1713.633184,1757.110185,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
13,1764.047684,1760.287684,1761.615184,1764.047684,1781.125184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
14,1806.305184,1804.961184,1805.255684,1806.252684,1831.158185,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
15,2062.913184,2060.203184,2060.255184,2062.913184,2454.912684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
16,2459.532685,2457.921184,2458.342184,2459.480184,2574.769689,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
17,2585.535685,2583.658184,2584.190184,2585.535685,2613.595684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
18,2621.426184,2619.721184,2620.122184,2621.426184,2649.498685,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
19,2653.958684,2651.732184,2652.412684,2653.958684,3040.006684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
20,3511.478684,3509.136184,3509.970685,3511.426184,3513.397685,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
21,3543.205184,3540.087684,3541.408184,3543.152185,3545.767185,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
22,3551.274684,3549.178685,3549.882184,3551.274684,3670.467684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
23,3717.350684,3713.734184,3715.511684,3717.298184,3720.125184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
24,4321.134684,4318.210184,4318.335188,4321.134684,4321.255684,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
25,7665.470184,7663.138684,7663.864685,7665.417684,7666.886184,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
26,7700.732184,7693.517684,7693.983184,7700.679184,7702.691184,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
27,7743.018184,7738.709685,7739.600184,7743.018184,7743.158184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
28,8143.782185,8140.079185,8140.758184,8143.782185,9879.408185,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
29,9904.959685,9902.905685,9903.439685,9904.907684,9905.568684,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
30,9936.940184,9934.828684,9934.851684,9936.887185,9939.661184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
31,9943.863184,9942.040185,9942.590184,9943.863184,11908.362184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
32,11914.628184,11911.636685,11911.669684,11914.575184,11956.259684,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
33,11970.813684,11968.945184,11969.066684,11970.761184,11974.286684,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
34,11976.465184,11975.327684,11975.526684,11976.465184,12141.718184,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
35,12145.947684,12143.673687,12144.594686,12145.895184,12636.816689,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
36,12640.716684,12639.257188,12639.366189,12640.716684,12640.740684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
37,12660.321685,12658.791684,12658.815185,12660.268684,12665.607184,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
38,12669.236684,12667.170684,12667.782684,12669.236684,12711.159684,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
39,12719.676185,12718.385684,12718.476185,12719.673184,12726.108184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
40,12733.728189,12732.144184,12732.547184,12733.676185,12745.692184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
41,12751.720185,12750.154184,12750.780184,12751.667185,12764.198184,1.0,2.999999999999936,0.029999999999999714,7.000000000000028,2,66.0,0.5,ASD276,p32
42,12770.222184,12768.073184,12768.601685,12770.222184,12772.597679,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
43,12819.809685,12817.783184,12818.359685,12819.809685,12838.363685,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
44,12842.178684,12840.035684,12840.584684,12842.178684,12846.000684,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
45,12849.923184,12848.935684,12848.994184,12849.923184,12853.606684,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
46,12900.087689,12896.953685,12897.643184,12900.035684,12913.281684,0.0,2.999999999999936,0.029999999999999714,5.999999999999961,1,65.0,0.5,ASD276,p32
47,12916.688685,12915.188184,12915.470186,12916.688685,12930.863684,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
48,12933.941185,12932.194184,12932.712184,12933.941185,12951.890685,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
49,12955.253684,12953.822189,12954.142689,12955.253684,12962.417184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
50,12967.823684,12965.774188,12966.247684,12967.823684,12968.823686,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
51,13007.947684,13002.598184,13004.660185,13007.947684,13473.513184,0.0,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
52,13477.649184,13475.887684,13476.409686,13477.649184,13479.566686,1.0,,0.0,5.999999999999961,1,65.0,0.5,ASD276,p32
53,15726.592684,15713.971184,15714.007685,13479.341684,,,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
54,15899.496184,15886.873685,15887.429685,,16947.511184,,,0.0,7.000000000000028,2,66.0,0.5,ASD276,p32
