trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,schedule,odor_name,odor_dur,animal,session
1,1261.786303,1249.788845,1249.847844,1245.448029,1279.004228,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
2,1289.22986,1288.092364,1288.40219,1289.22986,1294.683498,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
3,1307.050288,1306.245625,1306.372286,1307.050288,1373.799188,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
4,1426.883642,1420.063664,1420.219669,1426.883642,1479.838431,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
5,1488.525723,1485.551241,1485.694734,1488.525723,1588.080992,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
6,1592.385475,1589.470659,1589.598652,1592.333147,1595.324796,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD199,p32
7,1599.842778,1597.538788,1597.578454,1599.842778,2041.923176,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
8,2064.872257,2052.251474,2052.311474,2040.339855,2117.322047,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
9,2125.560681,2122.769353,2123.951515,2125.508342,2143.994607,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD199,p32
10,2165.665687,2164.072021,2164.225526,2165.613348,2167.342508,0,2.99999999999994,0.0299999999999997,5.99999999999996,1,65,0.5,ASD199,p32
11,2172.596659,2170.556995,2170.845327,2172.544487,2184.669105,1,2.99999999999994,0.0299999999999997,7.00000000000003,2,66,0.5,ASD199,p32
12,2190.086256,2187.861093,2188.187264,2190.086256,2199.164886,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
13,2208.818515,2206.868016,2207.614513,2208.818515,2249.189847,1,NaN,0,5.99999999999996,1,65,0.5,ASD199,p32
14,2258.809809,2250.597175,2250.973007,2258.809809,2295.159663,1,NaN,0,5.99999999999996,1,65,0.5,ASD199,p32
15,2305.177462,2303.507802,2303.813962,2305.177462,2307.045616,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
16,2328.342531,2315.72192,2316.033252,NaN,2412.67486,NaN,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
17,2438.832755,2426.212145,2426.706137,2410.996367,2630.570488,1,NaN,0,5.99999999999996,1,65,0.5,ASD199,p32
18,2660.687534,2648.067085,2648.382417,2628.800162,2670.96966,0,NaN,0,7.00000000000003,2,66,0.5,ASD199,p32
